"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"FF","2024-06-22","95.5","-2.47","5.45","Judge, Aaron",592450,450203,"home_run","hit_into_play",,,,,6,"Aaron Judge homers (28) on a fly ball to right center field.    Juan Soto scores.","R","R","R","NYY","ATL","X",,"fly_ball",3,1,2024,"-0.83","0.58","0.78","2.82",,,665742,1,1,"Bot",196.06,68.69,,,518595,,,10.454130021757571,-138.69549216602195,-2.592178231058226,-13.131040202889507,31.366339396084978,-24.29559582532112,"4.04","1.82",366,"101.5",26,"95.7",2377,"6.5",745731,450203,518595,621566,645277,663586,606115,657088,672284,657656,"53.97",0.617,1.06,"2",1,0,3,6,7,5,"4-Seam Fastball",0,1,0,1,1,2,2,1,"Standard","Standard",253,"0.185","1.519","79.37374","8.07818"
"FF","2024-06-20","93.4","1","6.2","Judge, Aaron",592450,608344,"home_run","hit_into_play",,,,,5,"Aaron Judge homers (27) on a line drive to right center field.    Juan Soto scores.","R","R","L","NYY","BAL","X",,"line_drive",1,2,2024,"1.02","0.94","0.26","2.65",,,665742,2,3,"Bot",186.82,59.53,,,668939,,,-4.178293238944961,-135.89636393048434,-5.461754803220631,13.590256438311638,29.87524573121405,-19.52246225893898,"4.06","1.83",395,"110.6",24,"93.6",,"6.4",745734,608344,668939,663624,676059,602104,683002,669720,656775,623993,"54.05",0.997,1.978,"2",1,0,3,6,35,4,"4-Seam Fastball",1,8,1,8,8,3,3,8,"Infield shade","Standard",,"0.045","1.933","80.28917","8.01854"
"FC","2024-06-16","86.8","-1.37","6.02","Judge, Aaron",592450,676710,"home_run","hit_into_play",,,,,5,"Aaron Judge homers (26) on a fly ball to left center field.","R","R","R","BOS","NYY","X",,"fly_ball",1,0,2024,"0.19","0.43","-0.1","3.17",,,,2,1,"Top",58.9,60.83,,,657136,,,2.6518110490567652,-126.47019425883339,-1.5589667797346634,1.5793858130433298,23.997889585227995,-27.45582872703779,"4.08","1.84",380,"114.2",45,"87",2488,"6.2",746945,676710,657136,642086,665839,646240,666152,680776,678882,608701,"54.29",0.531,1.116,"2",1,0,3,6,3,2,"Cutter",0,0,0,0,1,0,1,0,"Standard","Standard",160,"-0.104","0.984","82.45452","8.49807"
"CU","2024-06-11","82.6","-0.94","6.32","Judge, Aaron",592450,623433,"home_run","hit_into_play",,,,,5,"Aaron Judge homers (25) on a fly ball to center field.   Juan Soto scores.","R","R","R","KC","NYY","X",,"fly_ball",0,0,2024,"0.13","-0.38","-0.1","2.81",,,665742,0,7,"Top",100.33,24.24,,,521692,,,1.6481405907728446,-120.35259217186855,-0.7306141370518158,0.879961067691506,24.50671417596183,-35.926001394071164,"3.99","1.79",436,"112.1",36,"82.1",2026,"6",746296,623433,521692,686469,679845,672580,677951,669004,664728,671221,"54.48",0.926,2,"2",1,0,3,6,55,1,"Curveball",0,7,7,0,9,0,9,0,"Standard","Standard",63,"-0.004","1.583","78.21854","8.19787"
"ST","2024-06-09","79.8","-3.22","5.18","Judge, Aaron",592450,670990,"home_run","hit_into_play",,,,,4,"Aaron Judge homers (24) on a fly ball to left field.","R","R","R","NYY","LAD","X",,"fly_ball",3,2,2024,"1.79","0.07","-0.61","2.81",,,,0,8,"Bot",13.03,62.88,,,669257,,,2.3932850269177677,-116.21173069288365,1.4440043833237894,15.704023436581755,23.139038277031624,-32.01499552833475,"4","1.81",434,"107.6",36,"81.2",2509,"7.3",745736,670990,669257,518692,666158,571771,605141,606192,681624,518792,"53.18",0.854,2,"2",1,0,3,6,63,6,"Sweeper",5,4,5,4,4,6,6,4,"Standard","Standard",66,"0.071","0.929",,
"SI","2024-06-08","97.4","-1.87","5.64","Judge, Aaron",592450,694813,"home_run","hit_into_play",,,,,5,"Umpire reviewed (home run), call on the field was upheld: Aaron Judge homers (22) on a line drive to left center field.","R","R","R","NYY","LAD","X",,"line_drive",1,2,2024,"-0.99","1.41","0.19","3.01",,,,1,3,"Bot",56.97,58.7,,,669257,,,7.875739379994676,-141.53750968701442,-4.768915161893966,-15.162853856754577,35.563495920234594,-12.301441992696994,"4.03","1.82",386,"108.1",19,"97.8",2308,"6.8",745735,694813,669257,518692,500743,571771,605141,621035,681624,606192,"53.67",0.74,1.015,"2",1,0,3,6,24,4,"Sinker",1,2,1,2,2,2,2,2,"Standard","Standard",221,"0.126","1.047","78.49744","8.56329"
"SI","2024-06-08","87","3.14","5.1","Judge, Aaron",592450,642232,"home_run","hit_into_play",,,,,4,"Aaron Judge homers (23) on a fly ball to right center field.","R","R","L","NYY","LAD","X",,"fly_ball",0,0,2024,"1.45","0.39","-0.52","2.94",,,,2,9,"Bot",177.57,54.67,,,669257,,,-11.733078403776933,-126.13635623029363,0.25146175408490157,17.901657783850514,25.841176726524576,-28.26841343269136,"4.03","1.82",379,"105.2",35,"86.7",1926,"6.3",745735,642232,669257,518692,500743,571771,605141,621035,681624,606192,"54.17",0.737,1.501,"2",1,0,3,6,82,1,"Sinker",2,11,2,11,11,3,3,11,"Infield shade","Standard",110,"0","1","74.71577","7.40395"
"CH","2024-06-01","87.3","-1.55","4.91","Judge, Aaron",592450,657277,"home_run","hit_into_play",,,,,8,"Aaron Judge homers (21) on a fly ball to left center field.   Juan Soto scores.","R","R","R","SF","NYY","X",,"fly_ball",3,2,2024,"-0.83","-0.49","-0.2","2.15",,,665742,1,1,"Top",68.88,39.04,,,672275,,,5.050213318760419,-127.12523994657165,0.5402952975591264,-10.042456467471093,25.813781953609553,-37.861718601420286,"4.07","1.8",464,"115.7",25,"88.9",1523,"7.2",745332,657277,672275,527038,689172,656305,669477,671218,682641,573262,"53.3",0.999,2,"2",1,0,3,6,3,9,"Changeup",0,0,0,0,2,0,2,0,"Standard","Standard",272,"-0.174","1.628","82.92652","8.60759"
"SI","2024-05-31","91.9","-1.79","5.68","Judge, Aaron",592450,663855,"home_run","hit_into_play",,,,,4,"Aaron Judge homers (20) on a fly ball to center field.","R","R","R","SF","NYY","X",,"fly_ball",3,1,2024,"-1.16","0.43","-0.49","2.62",,,,0,6,"Top",137.31,26.87,,,672275,,,5.864820708676713,-133.6911388215283,-2.8820925346517248,-15.215197146708904,27.901760157555636,-26.55584278496799,"4.06","1.84",426,"112.3",32,"92.5",1903,"6.6",745331,663855,672275,670092,642731,656305,689172,671218,682641,573262,"53.88",0.983,1.985,"2",1,0,3,6,38,5,"Sinker",1,3,3,1,4,1,4,1,"Strategic","Standard",227,"-0.083","0.853","80.11298","8.1713"
"FS","2024-05-31","86.8","-1.81","5.75","Judge, Aaron",592450,663855,"home_run","hit_into_play",,,,,7,"Aaron Judge homers (19) on a fly ball to left center field.   Anthony Volpe scores.    Juan Soto scores.","R","R","R","SF","NYY","X",,"fly_ball",3,2,2024,"-0.2","-0.45","-0.5","2.2",683011,,665742,1,3,"Top",56.27,57.24,,,672275,,,3.5798402779199723,-126.37382044722818,-1.4055312468782983,-2.854691819299913,24.888956606323966,-36.967343181432895,"4.06","1.84",394,"104.4",27,"87.6",811,"6.7",745331,663855,672275,670092,642731,656305,689172,671218,682641,573262,"53.79",0.874,1.698,"2",1,0,3,6,20,8,"Split-Finger",1,0,0,1,3,1,3,1,"Standard","Standard",287,"-0.246","2.077","81.15595","8.14244"
"ST","2024-05-30","82.6","1","6.01","Judge, Aaron",592450,663776,"home_run","hit_into_play",,,,,8,"Aaron Judge homers (18) on a fly ball to left center field.   Juan Soto scores.","R","R","L","LAA","NYY","X",,"fly_ball",2,1,2024,"-1.04","0.29","-0.12","2.28",,,665742,0,4,"Top",47.86,41.51,,,681351,,,-0.5502791357393879,-120.37632973240942,-2.5689839025584504,-9.95923366291664,23.735590267171837,-29.081052744079226,"4.08","1.88",433,"110",34,"82.7",2673,"6.3",746225,663776,681351,694384,677347,650859,687263,621493,607680,666176,"54.2",0.954,2,"2",1,0,3,6,22,4,"Sweeper",1,0,0,1,2,1,2,1,"Standard","Standard",292,"-0.211","1.53","80.96736","8.78282"
"KC","2024-05-25","83.6","-1.65","6.02","Judge, Aaron",592450,656302,"home_run","hit_into_play",,,,,8,"Aaron Judge homers (17) on a fly ball to left center field.   Anthony Volpe scores.","R","R","R","SD","NYY","X",,"fly_ball",0,2,2024,"0.06","-1.07","-0.17","2.49",,,683011,1,1,"Top",40.32,47.29,,,669134,,,3.2967945274373758,-121.67189441325105,0.5267703053904531,-0.2119319684152578,28.09622458604136,-43.00634291144349,"4.08","1.86",429,"113.7",24,"83",2664,"6.3",745411,656302,669134,650333,630105,592518,673490,595777,701538,665487,"54.19",0.994,1.989,"2",1,0,3,6,3,3,"Knuckle Curve",0,0,0,0,2,0,2,0,"Standard","Standard",21,"-0.174","1.8",,
"SL","2024-05-24","86","-1.98","5.68","Judge, Aaron",592450,506433,"home_run","hit_into_play",,,,,8,"Aaron Judge homers (16) on a fly ball to left field.","R","R","R","SD","NYY","X",,"fly_ball",1,0,2024,"0.42","-0.06","0.13","2.26",,,,2,3,"Top",36.8,58.73,,,669134,,,4.180627682370058,-125.22618492752923,-1.7958218784698974,3.680778672969295,23.49401090461848,-32.631642989125766,"4.08","1.85",409,"104.9",26,"86.6",2672,"6.4",745415,506433,669134,650333,630105,456781,673490,595777,701538,665487,"54.05",0.926,1.837,"2",1,0,3,6,19,2,"Slider",0,3,3,0,4,0,4,0,"Standard","Standard",79,"-0.07","0.984","78.20748","8.64269"
"CH","2024-05-23","88.6","-2.54","4.93","Judge, Aaron",592450,622491,"home_run","hit_into_play",,,,,5,"Aaron Judge homers (15) on a fly ball to center field.","R","R","R","NYY","SEA","X",,"fly_ball",2,0,2024,"-1.65","0.32","0.04","2.58",,,,1,3,"Bot",152.31,33.62,,,664874,,,9.545738661510093,-128.77615329675996,-0.35506515252743587,-20.310632260268353,26.137793303474503,-28.722067582331174,"4.07","1.84",414,"110.9",35,"87.2",1681,"5.4",745741,622491,664874,664034,664238,668942,641487,670042,677594,686527,"55.11",0.931,1.882,"2",1,0,3,6,21,3,"Changeup",1,0,1,0,0,2,2,0,"Infield shade","Standard",259,"0.104","0.93","79.92333","8.25195"
"SL","2024-05-22","88.2","-1.73","5.55","Judge, Aaron",592450,682243,"home_run","hit_into_play",,,,,9,"Aaron Judge homers (14) on a fly ball to right field.    Anthony Volpe scores.","R","R","R","NYY","SEA","X",,"fly_ball",0,0,2024,"0.35","0.14","0.41","2.45",,683011,,1,1,"Bot",205.7,70.36,,,663728,,,4.474023129529213,-128.46322297142314,-1.785945623914245,3.0677728493001433,24.940236591946345,-30.500285563121185,"4.08","1.84",374,"103.5",36,"88.7",2660,"6.4",745743,682243,663728,664034,593871,649966,641487,664238,677594,571745,"54.12",0.471,0.909,"2",1,0,3,6,7,1,"Slider",0,0,0,0,0,2,2,0,"Standard","Standard",163,"0.158","1.579","76.96636","8.05418"
"FC","2024-05-19","86.8","-0.14","6.93","Judge, Aaron",592450,623167,"home_run","hit_into_play",,,,,6,"Aaron Judge homers (13) on a fly ball to right field.    Juan Soto scores.","R","R","R","NYY","CWS","X",,"fly_ball",0,2,2024,"0.77","0.27","0.7","2.62",,,665742,0,5,"Bot",209.96,90.39,,,455117,,,0.4332433325730556,-126.36289759209926,-4.704181011925842,8.16069405126936,25.24704243754006,-28.51946426919824,"4.07","1.86",339,"98.9",28,"86.7",2362,"6.2",745745,623167,455117,683734,621545,664901,657557,667452,502054,650391,"54.32",0.534,0.924,"2",1,0,3,6,42,3,"Cutter",5,2,5,2,2,7,7,2,"Standard","Standard",150,"0.06","1.719","73.95532","7.65666"
"SI","2024-05-17","93.4","-2.35","5.46","Judge, Aaron",592450,605182,"home_run","hit_into_play",,,,,4,"Aaron Judge homers (12) on a fly ball to left field.","R","R","R","NYY","CWS","X",,"fly_ball",3,1,2024,"-1.29","1.19","-0.63","2.61",,,,2,1,"Bot",,,,,455117,,,7.330503414460277,-135.7680877982139,-4.204099391189003,-17.634005395987675,30.999602393526963,-16.729794583232387,"4.09","1.86",433,"114.4",28,"93.8",2339,"6.7",745747,605182,455117,683734,621545,664901,657557,643217,502054,667452,"53.82",0.999,2.025,"2",1,0,3,6,8,5,"Sinker",0,0,0,0,0,1,1,0,"Standard","Standard",209,"0.107","0.939","79.31074","8.79404"
"FF","2024-05-15","94.7","-1.63","5.67","Judge, Aaron",592450,641154,"home_run","hit_into_play",,,,,5,"Aaron Judge homers (11) on a fly ball to left field.","R","R","R","MIN","NYY","X",,"fly_ball",0,0,2024,"-0.45","1.25","-0.22","3.3",,,,2,1,"Top",26.86,36.65,,,680777,,,4.775570168996996,-137.8316813185507,-3.3367790554128263,-6.83644806567406,32.0436175329209,-15.700626789202262,"4.04","1.88",467,"113",30,"96.1",2144,"7.2",745908,641154,680777,467793,666397,669304,621043,666135,650489,596146,"53.3",0.991,2,"2",1,0,3,6,3,1,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Standard","Standard",212,"-0.104","1","76.50175","8.45443"
"FC","2024-05-12","85.7","1.34","5.73","Judge, Aaron",592450,641302,"home_run","hit_into_play",,,,,5,"Aaron Judge homers (10) on a fly ball to right field.    Juan Soto scores.","R","R","L","TB","NYY","X",,"fly_ball",0,0,2024,"-0.06","1","-0.06","2.6",,,665742,1,5,"Top",217.34,77.84,,,666163,,,-3.1771543669014166,-124.74362996475418,-3.1288599543937146,0.01175417605092666,24.75754558192386,-21.355660343341118,"4.04","1.89",374,"106.7",33,"85.5",2387,"6.1",745092,641302,666163,650490,680700,670623,642708,676356,642350,666139,"54.39",0.883,1.798,"2",1,0,3,6,36,1,"Cutter",0,4,4,0,6,0,6,0,"Infield shade","Standard",165,"-0.058","1.692","78.43606","8.06399"
"CH","2024-05-09","89.9","-0.77","5.86","Judge, Aaron",592450,519151,"home_run","hit_into_play",,,,,4,"Aaron Judge homers (9) on a fly ball to center field.","R","R","R","NYY","HOU","X",,"fly_ball",3,1,2024,"-0.5","0.63","-0.59","2.77",,,,1,8,"Bot",103.07,8.18,,,673237,,,1.511108120777302,-130.93967361332938,-3.0349879620369014,-6.0516756802289065,27.859152616455187,-24.497218874693647,"4.04","1.88",473,"115.7",29,"90.1",2072,"6.4",745748,519151,673237,572138,514888,608324,665161,694388,643289,663656,"54.11",0.997,2,"2",1,0,3,6,64,5,"Changeup",2,4,2,4,4,3,3,4,"Infield shade","Strategic",223,"0.12","0.894","79.37438","8.07286"
"FF","2024-05-08","92.9","-0.95","5.34","Judge, Aaron",592450,681293,"home_run","hit_into_play",,,,,5,"Aaron Judge homers (8) on a fly ball to right center field.","R","R","R","NYY","HOU","X",,"fly_ball",0,0,2024,"-0.76","1.21","-0.05","3.13",,,,0,3,"Bot",184.69,46.18,,,673237,,,4.03821182419885,-135.12763937440278,-2.497863584067955,-10.199668424564637,32.23470064535934,-17.102245566730026,"4.05","1.89",404,"106.4",33,"93.9",2262,"7.1",745749,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.39",0.829,1.651,"2",1,0,3,6,23,1,"4-Seam Fastball",3,1,3,1,1,4,4,1,"Infield shade","Strategic",214,"0.076","1","75.7034","7.6291"
"FF","2024-05-05","97","1.63","6.32","Judge, Aaron",592450,669373,"home_run","hit_into_play",,,,,8,"Aaron Judge homers (7) on a fly ball to right center field.","R","R","L","NYY","DET","X",,"fly_ball",1,1,2024,"0.92","1.33","-0.2","2.29",,,,2,1,"Bot",200.56,55.35,,,668670,,,-7.008343843939688,-140.93283871293323,-8.296008695064128,13.835053101658184,32.830328955427156,-12.70921555434307,"4.04","1.88",399,"109.3",29,"97.2",2226,"6.5",745751,669373,668670,679529,690993,628451,595879,682985,678009,663837,"53.97",0.989,1.988,"2",1,0,3,6,6,3,"4-Seam Fastball",0,0,0,0,0,1,1,0,"Standard","Standard",146,"0.107","1.004","82.16091","8.20139"
"FF","2024-04-28","93.6","-0.97","5.84","Judge, Aaron",592450,668964,"home_run","hit_into_play",,,,,6,"Aaron Judge homers (6) on a line drive to left center field.","R","R","R","MIL","NYY","X",,"line_drive",3,2,2024,"-0.59","1.5","0.29","3.26",,,,2,1,"Top",75.96,27.39,,,661388,,,4.589115409184996,-136.2597574276585,-4.24926466705591,-8.384421800689244,30.780112223954735,-12.776423751012734,"4.04","1.89",441,"115.9",20,"94.3",2163,"6.8",746001,668964,661388,641343,668930,687401,642715,686217,663368,694192,"53.75",0.963,2,"2",1,0,3,6,3,6,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Standard","Standard",199,"-0.104","0.973","80.2916","8.41343"
"SL","2024-04-27","89.8","-2.52","6.01","Judge, Aaron",592450,600986,"home_run","hit_into_play",,,,,8,"Aaron Judge homers (5) on a fly ball to center field.   Juan Soto scores.","R","R","R","MIL","NYY","X",,"fly_ball",2,2,2024,"0.04","0.67","0.17","2.01",,,665742,0,6,"Top",105.69,31.37,,,596142,,,6.659916689816386,-130.69242646304735,-5.43581573699203,-0.8509176059041994,25.65381727009355,-23.590100560833612,"4.02","1.87",417,"103.9",25,"91.2",2340,"7",745998,600986,596142,656555,687401,680911,642715,686894,663368,694192,"53.53",0.857,1.551,"2",1,0,3,6,48,5,"Slider",1,7,7,1,9,1,9,1,"Standard","Standard",165,"-0.014","1.602","71.84116","8.57475"
"FF","2024-04-24","97.3","-0.28","6.52","Judge, Aaron",592450,671212,"home_run","hit_into_play",,,,,6,"Aaron Judge homers (4) on a fly ball to right field.    Juan Soto scores.","R","R","R","NYY","OAK","X",,"fly_ball",1,2,2024,"-0.22","1.34","0.8","2.8",,665742,,1,1,"Bot",203.42,69.1,,,669127,,,3.4319816224344555,-141.5806379360487,-7.627967981580835,-3.667107255780933,31.85282052625935,-12.551996028374091,"4.03","1.87",361,"103.2",27,"98.4",2507,"6.9",745753,671212,669127,676116,647351,663527,669397,664913,668709,671732,"53.64",0.851,1.627,"2",1,0,3,6,8,4,"4-Seam Fastball",0,0,0,0,0,2,2,0,"Standard","Standard",193,"0.158","1.674","78.19873","7.74673"
"ST","2024-04-14","79.2","1.98","5.27","Judge, Aaron",592450,671106,"home_run","hit_into_play",,,,,7,"Aaron Judge homers (3) on a fly ball to left center field.   Anthony Volpe scores.    Juan Soto scores.","R","R","L","CLE","NYY","X",,"fly_ball",0,0,2024,"-1.34","0.22","-0.3","2.52",683011,,665742,1,3,"Top",68.53,17.32,,,595978,,,-2.4807128893105483,-115.38462224504072,0.33345043247369444,-11.502137884220744,21.110014848327925,-30.51935362180318,"4.01","1.85",456,"114",36,"79.4",2325,"6.3",746648,671106,595978,681807,665926,608070,672356,680757,671289,657656,"54.19",0.937,2,"2",1,0,3,6,20,1,"Sweeper",0,0,0,0,3,0,3,0,"Standard","Standard",286,"-0.219","2.058","77.39224","8.58956"
"FS","2024-04-06","83.7","-2.57","5.97","Judge, Aaron",592450,592332,"home_run","hit_into_play",,,,,13,"Aaron Judge homers (2) on a fly ball to left center field.   Juan Soto scores.","R","R","R","NYY","TOR","X",,"fly_ball",0,2,2024,"-1.53","0.49","-0.94","1.93",,,665742,1,1,"Bot",67.62,37,,,661531,,,6.716915673922157,-121.74775364563375,-3.928333935328918,-16.50548402256342,20.933421702206505,-26.724306129119583,"3.99","1.84",425,"109.7",29,"83.6",1709,"6",745766,592332,661531,665489,676391,457759,666182,662139,595281,543807,"54.54",0.994,2.017,"2",1,0,3,6,7,3,"Split-Finger",0,0,0,0,0,2,2,0,"Standard","Standard",233,"0.174","1.8","76.39639","8.48021"
"SI","2024-04-03","93","-1.67","5.43","Judge, Aaron",592450,518876,"home_run","hit_into_play",,,,,8,"Aaron Judge homers (1) on a fly ball to right center field.    Juan Soto scores.","R","R","R","AZ","NYY","X",,"fly_ball",1,0,2024,"-1.64","0.66","-0.1","2.4",,,665742,1,4,"Top",186.56,50.39,,,571466,,,7.569938444767845,-135.17570721536106,-3.401139531343894,-21.806294001611267,30.01606154364552,-23.575900459740446,"3.99","1.96",396,"108.9",32,"92.2",2317,"5.9",747219,518876,571466,572233,677942,553993,672695,666971,678489,682998,"54.59",0.963,1.945,"2",1,0,3,6,24,2,"Sinker",1,0,0,1,2,1,2,1,"Standard","Standard",228,"-0.231","1.649","77.10473","7.97226"
