#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
241,Nathan Lukes,664770,18123,18123,11637,*03qmr*,TOR,OF,OF,Lukes,Nathan,Lukes,Nathan
242,Dansby Swanson,621020,18314,18314,9432,*03ae8*,CHC,SS,SS,Swanson,Dansby,Swanson,Dansby
243,Kenta Maeda,628317,18498,18498,9183,*02z93*,DET,SP,SP,Maeda,Kenta,Maeda,Kenta
244,Wilking Rodriguez,516853,516853,8801,8802,*01srp*,STL,RP,RP,Rodriguez,Wilking,Rodriguez,Wilking
245,Fernando Cruz,518585,518585,7048,11557,*05ym7*,CIN,RP,RP,Cruz,Fernando,Cruz,Fernando
246,Merrill Kelly,518876,518876,11156,10506,*02hj7*,ARI,SP,SP,Kelly,Merrill,Kelly,Merrill
247,Elliot Soto,519303,519303,11155,10914,,LAA,SS,SS,Soto,Elliot,Soto,Elliot
248,Ryan Carpenter,543001,543001,12699,9978,*02bvl*,SD,SP,SP,Carpenter,Ryan,Carpenter,Ryan
249,Jay Jackson,543351,543351,7432,7762,*01s97*,FA,RP,RP,Jackson,Jay,,
250,Drew Maggi,543482,543482,11381,10947,,DET,SS,SS,Maggi,Drew,Maggi,Drew
251,Albert Suarez,544150,544150,6175,9358,*02xid*,BAL,SP,SP,Suarez,Albert,Suárez,Albert
252,Cody Poteet,547001,547001,18769,11212,*02b2k*,NYY,SP,SP,Poteet,Cody,Poteet,Cody
253,Daniel Camarena,547176,547176,14467,10649,*02c65*,SD,RP,RP,Camarena,Daniel,Camarena,Daniel
254,Michael Kelly,547184,547184,12791,9974,*02bqn*,OAK,RP,RP,Kelly,Michael,Kelly,Michael
255,Miles Mikolas,571945,571945,9803,9819,*02h9r*,STL,SP,SP,Mikolas,Miles,Mikolas,Miles
256,Hoby Milner,571948,571948,13346,9589,*02n0v*,MIL,RP,RP,Milner,Hoby,Milner,Hoby
257,Jon Singleton,572138,572138,10441,8213,*01srk*,HOU,1B,1B,Singleton,Jon,Singleton,Jon
258,Luke Voit,572228,572228,14811,9695,,NYM,1B,1B,Voit,Luke,Voit,Luke
259,Luke Bard,572703,572703,14288,9931,*02he4*,TOR,RP,RP,Bard,Luke,Bard,Luke
260,Mike Yastrzemski,573262,573262,14854,10626,*031dw*,SF,OF,OF,Yastrzemski,Mike,Yastrzemski,Mike
261,Jason Adam,592094,592094,11861,10025,*025it*,SD,RP,RP,Adam,Jason,Adam,Jason
262,Dylan Covey,592229,592229,14825,9590,*01uci*,NYM,RP,RP,Covey,Dylan,Covey,Dylan
263,Niko Goodrum,592348,592348,12092,9747,*025fb*,BAL,SS,SS,Goodrum,Niko,Goodrum,Niko
264,Mark Payton,592622,592622,16042,10801,,CHW,OF,OF,Payton,Mark,Payton,Mark
265,Henry Ramos,592656,592656,11481,10981,*029ur*,CIN,OF,OF,Ramos,Henry,Ramos,Henry
266,Zack Weiss,592848,592848,15444,9910,*02hkd*,MIN,RP,RP,Weiss,Zack,Weiss,Zack
267,Rowan Wick,592858,592858,14646,9559,*02hq8*,TOR,RP,RP,Wick,Rowan,Wick,Rowan
268,Ben Lively,594902,594902,14932,8960,*0311w*,CLE,SP,SP,Lively,Ben,Lively,Ben
269,Chris Ellis,595939,595939,16125,10513,,ARI,SP,SP,Ellis,Chris,Ellis,Chris
270,Phillip Evans,595943,595943,,9766,,ATL,1B/OF,1B/3B/ OF,Evans,Phillip,Evans,Phillip
271,Scott Heineman,595981,595981,,10490,,SEA,OF,OF,Heineman,Scott,Heineman,Scott
272,Austin Slater,596103,596103,16153,9669,*03dg7*,FA,OF,OF,Slater,Austin,,
273,Garrett Stubbs,596117,596117,18067,10201,*03qn0*,PHI,C,C,Stubbs,Garrett,Stubbs,Garrett
274,Casey Lawrence,596271,596271,11121,9643,*04awd*,SEA,RP,RP,Lawrence,Casey,Lawrence,Casey
275,Thyago Vieira,600986,600986,14510,9530,*049ur*,ARI,RP,RP,Vieira,Thyago,Vieira,Thyago
276,Ramon Urias,602104,602104,18795,10445,*04de0*,BAL,2B/3B,1B/2B/ 3B,Urias,Ramon,Urías,Ramón
277,Brian Anderson,605119,605119,18289,9622,,ATL,3B,3B,Anderson,Brian,Anderson,Brian
278,Justin Anderson,605121,605121,16201,10023,*03do2*,CHW,RP,RP,Anderson,Justin,Anderson,Justin
279,Scott Barlow,605130,605130,14993,9923,*02buh*,FA,RP,RP,Barlow,Scott,,
280,Colten Brewer,605155,605155,12997,9918,*02bt3*,CHC,RP,RP,Brewer,Colten,Brewer,Colten
281,Victor Caratini,605170,605170,14968,9262,*0311f*,HOU,C,C,Caratini,Victor,Caratini,Victor
282,Jack Lopez,605346,605346,13663,11279,,LAA,2B,2B,Lopez,Jack,López,Jack
283,Nick Martini,605361,605361,12005,10039,*02bvk*,CIN,OF,OF,Martini,Nick,Martini,Nick
284,Yacksel Rios,605441,605441,15007,9732,*02bzl*,NYM,RP,RP,Rios,Yacksel,Ríos,Yacksel
285,Jordan Romano,605447,605447,16122,10518,*03di6*,TOR,RP,RP,Romano,Jordan,Romano,Jordan
286,Tayler Scott,605463,605463,13652,10631,*02btg*,HOU,RP,RP,Scott,Tayler,Scott,Tayler
287,Jeffrey Springs,605488,605488,17677,10067,*04mlr*,TB,SP,SP,Springs,Jeffrey,Springs,Jeffrey
288,Zach Thompson,605507,605507,16094,11216,*03de5*,TOR,SP,SP,Thompson,Zach,Thompson,Zach
289,Art Warren,605521,605521,18251,10698,*03qyt*,NYY,RP,RP,Warren,Art,Warren,Art
290,Brandon Woodruff,605540,605540,16162,9678,*02bu3*,MIL,SP,SP,Woodruff,Brandon,Woodruff,Brandon
291,Esteban Quiroz,606019,606019,19780,10787,*04m7n*,PHI,SS,SS,Quiroz,Esteban,Quiroz,Esteban
292,Giovanny Gallegos,606149,606149,14986,9526,*03mul*,MIN,RP,RP,Gallegos,Giovanny,Gallegos,Giovanny
293,Yefry Ramirez,606162,606162,15655,9528,,LAD,RP,RP,Ramirez,Yefry,Ramírez,Yefry
294,Joel Payamps,606303,606303,14332,10496,*03aru*,MIL,RP,RP,Payamps,Joel,Payamps,Joel
295,Eric Haase,606992,606992,14111,9831,*02bv2*,MIL,C/OF,C/OF,Haase,Eric,Haase,Eric
296,Jake Hager,606993,606993,,11009,,CHC,2B,2B,Hager,Jake,Hager,Jake
297,Erick Fedde,607200,607200,17425,9719,*03d6n*,STL,SP,SP,Fedde,Erick,Fedde,Erick
298,Joey Krehbiel,607216,607216,13707,10054,*02bze*,SEA,RP,RP,Krehbiel,Joey,Krehbiel,Joey
299,Beau Taylor,607333,607333,12384,10095,,SEA,C,C,Taylor,Beau,Taylor,Beau
300,Anthony Banda,607455,607455,14706,9563,*02n2v*,LAD,RP,RP,Banda,Anthony,Banda,Anthony
301,Matt Beaty,607461,607461,17710,10486,,ARI,1B,1B,Beaty,Matt,Beaty,Matt
302,Aaron Bummer,607481,607481,16258,9713,*03drc*,ATL,RP,RP,Bummer,Aaron,Bummer,Aaron
303,Kyle Freeland,607536,607536,16256,8941,*03ca3*,COL,SP,SP,Freeland,Kyle,Freeland,Kyle
304,Andrew Vasquez,607755,607755,19482,10088,*03ym6*,DET,RP,RP,Vasquez,Andrew,Vasquez,Andrew
305,Chris Okey,608360,608360,19245,11490,*03ywx*,LAD,C,C,Okey,Chris,Okey,Chris
306,Jose Godoy,608422,608422,15808,10878,*05llr*,TEX,C,C,Godoy,Jose,Godoy,José
307,Ronald Guzman,608597,608597,14388,9485,*02i1a*,BAL,1B,1B,Guzman,Ronald,Guzmán,Ronald
308,Luke Farrell,608652,608652,15101,9704,,WSH,SP,SP,Farrell,Luke,Farrell,Luke
309,Drew Steckenrider,608716,608716,18806,9507,*02n1f*,OAK,RP,RP,Steckenrider,Drew,Steckenrider,Drew
310,Joey Meneses,608841,608841,14366,11525,*03et7*,WSH,1B,1B,Meneses,Joey,Meneses,Joey
311,Elier Hernandez,609274,609274,13750,11517,*02i19*,TEX,OF,OF,Hernandez,Elier,Hernandez,Elier
312,Miguel Andujar,609280,609280,15878,9523,*02i3l*,OAK,OF,OF,Andujar,Miguel,Andujar,Miguel
313,Austin Adams,613534,613534,13801,9531,*02yxi*,OAK,RP,RP,Adams,Austin,Adams,Austin
314,Angelo Castellano,613546,613546,sa657521,10567,,CHW,3B,3B,Castellano,Angelo,Castellano,Angelo
315,Jose Ruiz,614179,614179,14552,9543,*02i45*,PHI,RP,RP,Ruiz,Jose,Ruiz,José
316,Cal Quantrill,615698,615698,19312,9959,*03yxh*,COL,SP,SP,Quantrill,Cal,Quantrill,Cal
317,Jacob Robson,615699,615699,19528,11261,,DET,OF,OF,Robson,Jacob,Robson,Jacob
318,Luis Torrens,620443,620443,15905,19200,*02nqg*,NYM,C,C,Torrens,Luis,Torrens,Luis
319,Jose Castillo,620454,620454,17169,9911,*02new*,ARI,RP,RP,Castillo,Jose,Castillo,José
320,Alex De Goti,621008,621008,19477,10995,,TEX,2B,2B,De Goti,Alex,De Goti,Alex
321,Jose Cuas,621016,621016,17701,11482,*060mz*,PHI,RP,RP,Cuas,Jose,Cuas,Jose
322,Kevin Newman,621028,621028,17696,10078,*03pj2*,FA,1B/2B/ SS/3B,1B/2B/ SS/3B,Newman,Kevin,,
323,Steven Wilson,621051,621051,20353,11369,*04psv*,CHW,RP,RP,Wilson,Steven,Wilson,Steven
324,Tyler Ferguson,621053,621053,19481,12087,,OAK,RP,RP,Ferguson,Tyler,Ferguson,Tyler
325,Justin Garza,621057,621057,19784,11228,*03adu*,SF,RP,RP,Garza,Justin,Garza,Justin
326,Michael Rucker,621074,621074,19454,10803,*0429q*,WSH,RP,RP,Rucker,Michael,Rucker,Michael
327,James Kaprielian,621076,621076,18331,10469,,TOR,SP,SP,Kaprielian,James,Kaprielian,James
328,Collin Wiles,621079,621079,15106,11570,,TEX,RP,RP,Wiles,Collin,Wiles,Collin
329,Jacob Waguespack,621097,621097,18318,10495,*04y78*,TB,RP,RP,Waguespack,Jacob,Waguespack,Jacob
330,Ryan Burr,621114,621114,17536,10084,*03qkx*,TOR,RP,RP,Burr,Ryan,Burr,Ryan
331,Brooks Kriske,621139,621139,21189,10602,*041t2*,BAL,RP,RP,Kriske,Brooks,Kriske,Brooks
332,Ty Buttrey,621142,621142,14719,9619,*02myb*,SEA,RP,RP,Buttrey,Ty,Buttrey,Ty
333,Jose Alvarado,621237,621237,17780,9515,*03btm*,PHI,RP,RP,Alvarado,Jose,Alvarado,José
334,Colin Poche,621363,621363,19403,10502,*02mz1*,TB,RP,RP,Poche,Colin,Poche,Colin
335,Tanner Banks,621383,621383,16990,11444,*03dqv*,PHI,RP,RP,Banks,Tanner,Banks,Tanner
336,Tyrone Taylor,621438,621438,13675,10114,*02mx2*,NYM,OF,OF,Taylor,Tyrone,Taylor,Tyrone
337,Skye Bolt,621450,621450,17723,10467,*03qkd*,ATL,OF,OF,Bolt,Skye,Bolt,Skye
338,Edwin Rios,621458,621458,18316,9955,,CIN,1B,1B,Rios,Edwin,Ríos,Edwin
339,DJ Stewart,621466,621466,17766,10017,*03pj8*,NYM,OF,OF,Stewart,DJ,Stewart,DJ
340,Taylor Ward,621493,621493,17548,10076,*03pje*,LAA,OF,OF,Ward,Taylor,Ward,Taylor
341,Tomas Nido,621512,621512,13755,9499,*02n1i*,DET,C,C,Nido,Tomas,Nido,Tomás
342,Anthony Bemboom,621532,621532,13854,10618,*02nbr*,DET,C,C,Bemboom,Anthony,Bemboom,Anthony
343,Alex Young,622065,622065,18333,10644,*03aad*,NYM,RP,RP,Young,Alex,Young,Alex
344,Yency Almonte,622075,622075,15068,9494,*02n7z*,CHC,RP,RP,Almonte,Yency,Almonte,Yency
345,Tejay Antone,622088,622088,16233,10749,*02nbw*,CIN,RP,RP,Antone,Tejay,Antone,Tejay
346,Josh Sborz,622250,622250,18323,10487,*03pp9*,TEX,RP,RP,Sborz,Josh,Sborz,Josh
347,Josh Staumont,622251,622251,18335,10257,*03pp2*,FA,RP,RP,Staumont,Josh,,
348,Dillon Tate,622253,622253,17796,10459,*03p9d*,TOR,RP,RP,Tate,Dillon,Tate,Dillon
349,Patrick Weigel,622256,622256,17792,10443,,CIN,RP,RP,Weigel,Patrick,Weigel,Patrick
350,Trey Wingenter,622259,622259,17793,10069,*03qtp*,CHC,RP,RP,Wingenter,Trey,Wingenter,Trey
351,Donovan Walton,622268,622268,19314,10697,*03qyb*,SF,2B,2B/SS,Walton,Donovan,Walton,Donovan
352,Nabil Crismatt,622503,622503,17732,10887,*0484h*,SD,RP,RP,Crismatt,Nabil,Crismatt,Nabil
353,Seranthony Dominguez,622554,622554,19249,9838,*04auk*,BAL,RP,RP,Dominguez,Seranthony,Domínguez,Seranthony
354,Pablo Reyes,622569,622569,16357,10098,*03azu*,NYM,2B/SS/ 3B,2B/SS/ 3B,Reyes,Pablo,Reyes,Pablo
355,Elieser Hernandez,622694,622694,16933,9927,*03yx9*,MIL,RP,RP,Hernandez,Elieser,Hernández,Elieser
356,Miguel Diaz,622766,622766,18815,9591,*03mkx*,DET,RP,RP,Diaz,Miguel,Díaz,Miguel
357,Angel Perdomo,622780,622780,17759,10706,*03mhv*,ATL,RP,RP,Perdomo,Angel,Perdomo,Angel
358,Jesus Tinoco,622786,622786,16300,9845,*03moe*,MIA,RP,RP,Tinoco,Jesus,Tinoco,Jesus
359,Andrew Velazquez,623205,623205,14196,10099,*02n0e*,ATL,SS,SS,Velazquez,Andrew,Velazquez,Andrew
360,Huascar Brazoban,623211,623211,6107,11519,*060ml*,NYM,RP,RP,Brazoban,Huascar,Brazobán,Huascar
361,Brad Wieck,623364,623364,16390,9912,*03dfo*,CHC,RP,RP,Wieck,Brad,Wieck,Brad
362,Thomas Pannone,623381,623381,17281,9882,*031ce*,CHC,RP,RP,Pannone,Thomas,Pannone,Thomas
363,Nick Anderson,623433,623433,18337,10474,*04sxl*,BAL,RP,RP,Anderson,Nick,Anderson,Nick
364,Justin Topa,623437,623437,15145,11126,*0318i*,MIN,RP,RP,Topa,Justin,Topa,Justin
365,Jackson Stephens,623451,623451,14420,9488,*02n8k*,ATL,RP,RP,Stephens,Jackson,Stephens,Jackson
366,Evan Phillips,623465,623465,17734,9635,*03qto*,LAD,RP,RP,Phillips,Evan,Phillips,Evan
367,Jimmy Herget,623474,623474,17556,10501,*03qln*,CHC,RP,RP,Herget,Jimmy,,
368,Josh Lester,623507,623507,17737,10546,*03qqr*,KC,3B,3B,Lester,Josh,Lester,Josh
369,David Bote,623520,623520,14593,9607,*02n8i*,CHC,3B,2B/3B,Bote,David,Bote,David
370,Ranger Suarez,624133,624133,17277,9840,*03et8*,PHI,SP,SP,Suarez,Ranger,Suárez,Ranger
371,Pete Alonso,624413,624413,19251,10312,*041pz*,FA,1B,1B,Alonso,Pete,,
372,Cavan Biggio,624415,624415,19252,10160,*041rv*,FA,1B/2B/ 3B/OF,1B/2B/ 3B/OF,Biggio,Cavan,,
373,Ian Clarkin,624420,624420,sa737534,9837,,ARI,SP,SP,Clarkin,Ian,Clarkin,Ian
374,Stephen Gonsalves,624427,624427,15492,9793,*03740*,COL,RP,RP,Gonsalves,Stephen,Gonsalves,Stephen
375,Jose Trevino,624431,624431,16725,9862,*03df0*,NYY,C,C,Trevino,Jose,Trevino,Jose
376,Keegan Thompson,624522,624522,19795,10919,*04efn*,CHC,RP,RP,Thompson,Keegan,Thompson,Keegan
377,Riley Unroe,624523,624523,sa737614,10534,,DET,2B,2B,Unroe,Riley,Unroe,Riley
378,Edmundo Sosa,624641,624641,17022,9557,*02zpf*,PHI,2B/SS/ 3B,2B/SS/ 3B,Sosa,Edmundo,Sosa,Edmundo
379,Erick Mejia,625510,625510,15817,9950,,WSH,SS,SS,Mejia,Erick,Mejia,Erick
380,Darien Nunez,628345,628345,21197,11235,*03xla*,SF,RP,RP,Nunez,Darien,Núñez,Darien
381,Andy Ibanez,628451,628451,18819,10979,*03mm4*,DET,1B/2B/ 3B/OF,1B/2B/ 3B/OF,Ibanez,Andy,Ibáñez,Andy
382,Yunior Marte,628708,628708,14416,11122,*03yxa*,PHI,RP,RP,Marte,Yunior,Marte,Yunior
383,Jake Cronenworth,630105,630105,18036,10766,*03qmh*,SD,1B/2B,1B/2B,Cronenworth,Jake,Cronenworth,Jake
384,Kyle Finnegan,640448,640448,15009,10792,*031bl*,WSH,RP,RP,Finnegan,Kyle,Finnegan,Kyle
385,Hunter Harvey,640451,640451,15507,8633,*0310c*,KC,RP,RP,Harvey,Hunter,Harvey,Hunter
386,Matt Krook,640454,640454,19315,11314,*0310j*,BAL,RP,RP,Krook,Matt,Krook,Matt
387,Oscar Mercado,640458,640458,16375,9846,*02k19*,DET,OF,OF,Mercado,Oscar,Mercado,Oscar
388,Brian Navarreto,640459,640459,16398,10835,,MIL,C,C,Navarreto,Brian,Navarreto,Brian
389,Dustin Peterson,640460,640460,15189,10035,*03114*,PIT,3B,3B,Peterson,Dustin,Peterson,Dustin
390,A.J. Puk,640462,640462,19343,9792,*03yso*,ARI,RP,RP,Puk,A.J.,Puk,A.J.
391,Adbert Alzolay,640470,640470,17859,9886,*03aqz*,CHC,RP,RP,Alzolay,Adbert,Alzolay,Adbert
392,Jose Azocar,640492,640492,18821,11446,*03yux*,NYM,OF,OF,Azocar,Jose,Azocar,José
393,Jhonny Pereda,640902,640902,19802,11066,*04yd8*,MIA,C,C,Pereda,Jhonny,Pereda,Jhonny
394,Pablo Lopez,641154,641154,17085,9876,*043f9*,MIN,SP,SP,Lopez,Pablo,López,Pablo
395,Tyler Alexander,641302,641302,17735,10646,*0376h*,TB,SP,SP,Alexander,Tyler,Alexander,Tyler
396,Shaun Anderson,641312,641312,19453,10333,,MIA,SP,SP,Anderson,Shaun,Anderson,Shaun
397,Bryan Baker,641329,641329,19804,10853,*041w4*,BAL,RP,RP,Baker,Bryan,Baker,Bryan
398,Jake Bauers,641343,641343,15194,9788,*0316v*,MIL,1B/OF,1B/OF,Bauers,Jake,Bauers,Jake
399,Ben Bowden,641386,641386,20198,10741,*041px*,ATL,RP,RP,Bowden,Ben,Bowden,Ben
400,Connor Brogdon,641401,641401,21205,11019,*04ek8*,LAD,RP,RP,Brogdon,Connor,Brogdon,Connor
401,Alan Busenitz,641427,641427,15239,9685,*031hh*,CIN,RP,RP,Busenitz,Alan,Busenitz,Alan
402,Nestor Cortes,641482,641482,17874,9934,,NYY,SP,SP,Cortes,Nestor,Cortes,Nestor
403,Jonathan Davis,641505,641505,15104,10103,,MIA,OF,OF,Davis,Jonathan,Davis,Jonathan
404,Jason Delay,641511,641511,19806,11495,*041w5*,PIT,C,C,Delay,Jason,Delay,Jason
405,Dane Dunning,641540,641540,19409,10174,*041m9*,TEX,SP,SP,Dunning,Dane,Dunning,Dane
406,Jon Duplantier,641541,641541,19546,9956,*041qq*,LAD,SP,SP,Duplantier,Jon,Duplantier,Jon
407,Bernardo Flores Jr.,641576,641576,19561,10728,,TEX,RP,RP,Flores Jr.,Bernardo,Flores Jr.,Bernardo
408,Matt Foster,641582,641582,19647,10729,*0422q*,CHW,RP,RP,Foster,Matt,Foster,Matt
409,Jake Fraley,641584,641584,19260,10225,*041qd*,CIN,OF,OF,Fraley,Jake,Fraley,Jake
410,J.P. France,641585,641585,21212,11716,*04py3*,HOU,RP,RP,France,J.P.,France,J.P.
411,Luis Guillorme,641645,641645,16451,9870,*0317b*,FA,2B,2B,Guillorme,Luis,,
412,Ian Hamilton,641656,641656,19261,10087,*041w8*,NYY,RP,RP,Hamilton,Ian,Hamilton,Ian
413,Garrett Hampson,641658,641658,19262,9983,*041qk*,FA,2B/SS/ OF,2B/SS/ OF,Hampson,Garrett,,
414,Brent Honeywell,641703,641703,16466,9774,,LAD,RP,RP,Honeywell,Brent,Honeywell,Brent
415,Daulton Jefferies,641726,641726,19345,10179,*041pp*,PIT,RP,RP,Jefferies,Daulton,Jefferies,Daulton
416,Rob Kaminsky,641739,641739,15792,10890,,SEA,RP,RP,Kaminsky,Rob,Kaminsky,Rob
417,Tyler Kinley,641755,641755,18297,9938,*0313t*,COL,RP,RP,Kinley,Tyler,Kinley,Tyler
418,Zack Littell,641793,641793,15823,9860,*031d4*,TB,SP,SP,Littell,Zack,Littell,Zack
419,Tim Locastro,641796,641796,15124,9773,,SD,OF,OF,Locastro,Tim,Locastro,Tim
420,Tyler Mahle,641816,641816,16358,9742,*0312g*,TEX,SP,SP,Mahle,Tyler,Mahle,Tyler
421,Jason Martin,641829,641829,16429,10475,*0374g*,LAA,OF,OF,Martin,Jason,Martin,Jason
422,Tim Mayza,641835,641835,15042,9339,*031dd*,NYY,RP,RP,Mayza,Tim,Mayza,Tim
423,Patrick Murphy,641907,641907,19712,10493,*031au*,MIN,RP,RP,Murphy,Patrick,Murphy,Patrick
424,Bailey Ober,641927,641927,21224,11159,*0425t*,MIN,SP,SP,Ober,Bailey,Ober,Bailey
425,Tyler O’Neill,641933,641933,15711,9789,*02yk4*,FA,OF,OF,O’Neill,Tyler,,
426,Emilio Pagan,641941,641941,14771,9652,*031cy*,CIN,RP,RP,Pagan,Emilio,Pagán,Emilio
427,Joshua Palacios,641943,641943,19818,10852,,PIT,OF,OF,Palacios,Joshua,Palacios,Joshua
428,Buddy Reed,642002,642002,sa738683,10860,,TEX,OF,OF,Reed,Buddy,Reed,Buddy
429,Daniel Robert,642016,642016,21229,11433,*04et8*,TEX,RP,RP,Robert,Daniel,Robert,Daniel
430,Chuckie Robinson,642020,642020,19824,11532,*04244*,CHW,C,C,Robinson,Chuckie,Robinson,Chuckie
431,Tayler Saucedo,642048,642048,17888,11221,*03qx9*,SEA,RP,RP,Saucedo,Tayler,Saucedo,Tayler
432,Gabe Speier,642100,642100,17170,10688,*031fj*,SEA,RP,RP,Speier,Gabe,Speier,Gabe
433,Cole Sulser,642121,642121,15256,10684,*031hc*,TB,SP,SP,Sulser,Cole,Sulser,Cole
434,Blake Taylor,642130,642130,16418,10708,*03116*,TEX,RP,RP,Taylor,Blake,Taylor,Blake
435,Matt Thaiss,642136,642136,19318,10286,*04053*,LAA,C,C,Thaiss,Matt,Thaiss,Matt
436,Jamie Westbrook,642197,642197,15504,10228,*0345w*,BOS,OF,OF,Westbrook,Jamie,,
437,Eli White,642201,642201,19346,10821,*041w3*,ATL,OF,OF,White,Eli,White,Eli
438,Taylor Widener,642203,642203,19266,10340,*041×6*,ATL,RP,RP,Widener,Taylor,Widener,Taylor
439,Devin Williams,642207,642207,15816,10665,*0311c*,MIL,RP,RP,Williams,Devin,Williams,Devin
440,Weston Wilson,642215,642215,19358,11840,*0420h*,PHI,OF,OF,Wilson,Weston,Wilson,Weston
441,Allan Winans,642216,642216,21238,11829,*04pzz*,ATL,SP,SP,Winans,Allan,Winans,Allan
442,Jose Siri,642350,642350,17452,9907,*039vx*,TB,OF,OF,Siri,Jose,Siri,Jose
443,Gregory Soto,642397,642397,19677,9892,*04aok*,BAL,RP,RP,Soto,Gregory,Soto,Gregory
444,Luis Liberato,642451,642451,17307,11569,*02ybv*,ATL,OF,OF,Liberato,Luis,Liberato,Luis
445,Freddy Peralta,642547,642547,18679,9915,*03dc4*,MIL,SP,SP,Peralta,Freddy,Peralta,Freddy
446,Gerson Moreno,642575,642575,sa736656,9891,,OAK,RP,RP,Moreno,Gerson,Moreno,Gerson
447,Felix Bautista,642585,642585,20666,11379,*05t64*,BAL,RP,RP,Bautista,Felix,Bautista,Félix
448,Dennis Santana,642701,642701,17878,9917,*046yd*,PIT,RP,RP,Santana,Dennis,Santana,Dennis
449,Amed Rosario,642708,642708,15518,9500,*02yh5*,FA,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Rosario,Amed,,
450,Willy Adames,642715,642715,15986,8971,*03atq*,FA,SS,SS,Adames,Willy,,
451,Sergio Alcantara,642727,642727,16417,9889,*02yh9*,ARI,SS,2B/SS/ 3B,Alcantara,Sergio,Alcántara,Sergio
452,Thairo Estrada,642731,642731,16426,9894,*03aay*,FA,2B/SS,2B/SS,Estrada,Thairo,,
453,Austin Wynns,642851,642851,15271,9828,*031cs*,FA,C,C,Wynns,Austin,,
454,Garrett Cooper,643265,643265,15279,9705,*03128*,FA,1B,1B,Cooper,Garrett,,
455,Mauricio Dubon,643289,643289,16530,9802,*03aqw*,HOU,1B/2B/ 3B/OF,1B/2B/ SS/3B/ O,Dubon,Mauricio,Dubón,Mauricio
456,Caleb Hamilton,643348,643348,19842,10945,*04256*,LAA,C,C,Hamilton,Caleb,Hamilton,Caleb
457,Kevin Herget,643361,643361,15369,11539,,NYM,RP,RP,Herget,Kevin,Herget,Kevin
458,Griffin Jax,643377,643377,20253,11218,*0317q*,MIN,RP,RP,Jax,Griffin,Jax,Griffin
459,Isiah Kiner-Falefa,643396,643396,16512,9863,*031b3*,PIT,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Kiner-Falefa,Isiah,Kiner-Falefa,Isiah
460,Mark Leiter Jr.,643410,643410,15551,9648,*0319c*,NYY,RP,RP,Leiter Jr.,Mark,Leiter Jr.,Mark
461,Jeff McNeil,643446,643446,15362,10061,*0317o*,NYM,2B/OF,2B/OF,McNeil,Jeff,McNeil,Jeff
462,Austin Pruitt,643493,643493,15290,9517,*0315n*,OAK,RP,RP,Pruitt,Austin,Pruitt,Austin
463,Tyler Rogers,643511,643511,15541,10725,*0374m*,SF,RP,RP,Rogers,Tyler,Rogers,Tyler
464,Chadwick Tromp,644433,644433,16953,11085,*056c8*,ATL,C,C,Tromp,Chadwick,Tromp,Chadwick
465,Sandy Alcantara,645261,645261,18684,9754,*03btv*,MIA,SP,SP,Alcantara,Sandy,Alcantara,Sandy
466,Victor Robles,645302,645302,18363,9765,*03c65*,SEA,OF,OF,Robles,Victor,Robles,Victor
467,Jose Herrera,645444,645444,17040,11321,*05xz1*,ARI,C,C,Herrera,Jose,Herrera,Jose
468,Rafael Devers,646240,646240,17350,9708,*030uc*,BOS,3B,3B,Devers,Rafael,Devers,Rafael
469,Jhonathan Diaz,646242,646242,20298,11291,*04oc6*,SEA,RP,RP,Diaz,Jhonathan,Díaz,Jhonathan
470,Josh Naylor,647304,647304,18839,10255,*03pjd*,CLE,1B,1B,Naylor,Josh,Naylor,Josh
471,Zach Pop,647315,647315,20185,11183,,TOR,RP,RP,Pop,Zach,Pop,Zach
472,Abraham Toro,647351,647351,19844,10001,*041se*,FA,3B,3B,Toro,Abraham,,
473,Luis Urias,649966,649966,16622,9922,*03o43*,FA,2B/3B,2B/3B,Urias,Luis,,
474,Luis Arraez,650333,650333,18568,10481,*03mew*,SD,1B/2B,1B/2B,Arraez,Luis,Arraez,Luis
475,Eloy Jimenez,650391,650391,17484,9782,*030ud*,FA,DH,OF,Jimenez,Eloy,,
476,Willi Castro,650489,650489,17338,9856,*03btu*,MIN,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Castro,Willi,Castro,Willi
477,Yandy Diaz,650490,650490,16578,9639,*03m6o*,TB,1B,1B,Diaz,Yandy,Díaz,Yandy
478,Bryan Abreu,650556,650556,16609,10381,*04tlv*,HOU,RP,RP,Abreu,Bryan,Abreu,Bryan
479,Bryan De La Cruz,650559,650559,19600,11247,*03bud*,PIT,OF,OF,De La Cruz,Bryan,De La Cruz,Bryan
480,Michael King,650633,650633,19853,10289,*041wv*,SD,SP,SP,King,Michael,King,Michael
481,Aaron Civale,650644,650644,19479,10640,*041qr*,MIL,SP,SP,Civale,Aaron,Civale,Aaron
482,Jose Quijada,650671,650671,19200,10465,*04k0x*,LAA,RP,RP,Quijada,Jose,Quijada,José
483,Luis Rengifo,650859,650859,19858,9609,*03avk*,LAA,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Rengifo,Luis,Rengifo,Luis
