"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"SL","2024-10-29","86.1","-1.19","6.16","Judge, Aaron",592450,641703,,"ball",,,,,14,"Aaron Judge singles on a sharp line drive to left fielder Teoscar Hernández.   Juan Soto scores.","W","R","R","NYY","LAD","B",,,0,1,2024,"0.57","0.26","0.9","2.05",,665742,,1,8,"Bot",,,,,669257,,,3.7960452234571154,-125.415848171658,-4.102957374460324,5.3375208536645475,24.371013465074583,-28.775134343919667,"3.98","1.82",,,,"86.4",2369,"6.4",775297,641703,669257,518692,666158,571970,669242,606192,571771,605141,"54.14",,,,,,,,71,2,"Slider",10,4,10,4,4,10,10,4,"Standard","Standard",142,"0","0.025",,
"FF","2024-10-29","93.8","-1.02","6.23","Judge, Aaron",592450,641703,,"foul",,,,,6,"Aaron Judge singles on a sharp line drive to left fielder Teoscar Hernández.   Juan Soto scores.","W","R","R","NYY","LAD","S",,,0,0,2024,"-0.23","1.44","0.62","2.92",,665742,,1,8,"Bot",,,,,669257,,,4.729168189737114,-136.51689556364133,-6.012161153285678,-3.8781109394217297,30.240301893616998,-12.990873724801332,"4.02","1.83",,,,"93.7",2122,"6.2",775297,641703,669257,518692,666158,571970,669242,606192,571771,605141,"54.26",,,,,,,,71,1,"4-Seam Fastball",10,4,10,4,4,10,10,4,"Standard","Standard",207,"0","-0.045","74.94719","7.0617"
"SL","2024-10-29","86.7","-1.04","5.9","Judge, Aaron",592450,689017,"field_error","hit_into_play",,,,,9,"Aaron Judge reaches on a fielding error by shortstop Tommy Edman.","W","R","R","NYY","LAD","X",6,"ground_ball",0,1,2024,"0.37","0.11","0.38","2.31",,,,0,5,"Bot",105.09,136.6,,,669257,,,2.5992757443577537,-126.31036446484913,-2.596724859297797,3.4242186877875924,26.790753998399065,-30.64328495060831,"4.02","1.83",88,"84.8",6,"85.8",2640,"5.7",775297,689017,669257,518692,666158,571970,669242,606192,571771,605141,"54.76",0.389,0.372,"0.9",1,0,0,4,43,2,"Slider",5,4,5,4,4,5,5,4,"Standard","Standard",143,"0.033","0.467","77.42147","8.27253"
"SL","2024-10-29","82.9","-1.54","5.94","Judge, Aaron",592450,676508,"walk","ball",,,,,14,"Aaron Judge walks.   Juan Soto to 2nd.","W","R","R","NYY","LAD","B",,,3,2,2024,"1.37","0.24","1.24","1.9",,,665742,1,1,"Bot",,,,,669257,,,3.6562783002360475,-120.7436682609943,-3.219474435371458,12.675299122988239,24.33353585816142,-29.43458560233801,"3.95","1.76",,,,"82.5",2886,"6.1",775297,676508,669257,518692,666158,571970,669242,606192,571771,605141,"54.43",,0.689131,"0.7",1,0,0,,9,8,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",55,"0.038","0.305",,
"CU","2024-10-29","80.8","-0.93","6.04","Judge, Aaron",592450,689017,,"called_strike",,,,,8,"Aaron Judge reaches on a fielding error by shortstop Tommy Edman.","W","R","R","NYY","LAD","S",,,0,0,2024,"0.55","-1.57","0.26","1.74",,,,0,5,"Bot",,,,,669257,,,1.5936234897426729,-117.55069197388845,0.17186468840111235,4.644731210751495,26.140459001719663,-46.84410170046312,"4.05","1.83",,,,"79.4",2997,"5.7",775297,689017,669257,518692,666158,571970,669242,606192,571771,605141,"54.76",,,,,,,,43,1,"Curveball",5,4,5,4,4,5,5,4,"Standard","Standard",28,"0","-0.033",,
"SL","2024-10-29","83.1","-1.56","5.94","Judge, Aaron",592450,676508,,"foul",,,,,6,"Aaron Judge walks.   Juan Soto to 2nd.","W","R","R","NYY","LAD","S",,,3,2,2024,"1.74","-0.17","0.76","2.6",,,665742,1,1,"Bot",,,,,669257,,,1.8848002056668056,-121.06236296528184,-0.8678926878091806,16.69432709202916,24.377906187484406,-33.8460404846232,"4.02","1.83",211,"75.1",55,"82.7",3079,"6",775297,676508,669257,518692,666158,571970,669242,606192,571771,605141,"54.45",,,,,,,,9,7,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",62,"0","0","76.16324","8.0412"
"FF","2024-10-29","96.2","-1.27","6.28","Judge, Aaron",592450,676508,,"ball",,,,,11,"Aaron Judge walks.   Juan Soto to 2nd.","W","R","R","NYY","LAD","B",,,2,2,2024,"-0.27","1.54","-1.08","4.72",,,665742,1,1,"Bot",,,,,669257,,,1.1096388335734693,-140.0532388359722,-2.0013663093101335,-3.8155356943879806,33.34514367260487,-11.713563851751038,"3.96","1.83",,,,"95.1",2435,"5.7",775297,676508,669257,518692,666158,571970,669242,606192,571771,605141,"54.76",,,,,,,,9,6,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",208,"0","0.09",,
"FF","2024-10-29","96.2","-1.35","6.24","Judge, Aaron",592450,676508,,"foul",,,,,11,"Aaron Judge walks.   Juan Soto to 2nd.","W","R","R","NYY","LAD","S",,,2,2,2024,"-0.25","1.34","-1.16","3.85",,,665742,1,1,"Bot",,,,,669257,,,1.057979828182179,-140.06509116392877,-3.7124086537268237,-3.5065977821238055,34.82805663362263,-14.019488398033605,"4.02","1.83",,,,"95.1",2392,"5.9",775297,676508,669257,518692,666158,571970,669242,606192,571771,605141,"54.65",,,,,,,,9,5,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",202,"0","0","21.28686","4.21747"
"SL","2024-10-29","86","-1.49","6.04","Judge, Aaron",592450,676508,,"ball",,,,,14,"Aaron Judge walks.   Juan Soto to 2nd.","W","R","R","NYY","LAD","B",,,1,2,2024,"1.19","-0.16","0.56","1.41",,,665742,1,1,"Bot",,,,,669257,,,2.4234321690857423,-125.05974533019135,-4.269875271885978,11.748271758174962,29.883531489370963,-33.0653132026191,"3.89","1.83",,,,"84.9",3151,"6",775297,676508,669257,518692,666158,571970,669242,606192,571771,605141,"54.47",,,,,,,,9,4,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",60,"0","0.056",,
"SL","2024-10-29","86.7","-1.39","6.04","Judge, Aaron",592450,676508,,"ball",,,,,14,"Aaron Judge walks.   Juan Soto to 2nd.","W","R","R","NYY","LAD","B",,,0,2,2024,"1.33","0.01","0.79","1.65",,,665742,1,1,"Bot",,,,,669257,,,2.500248650300053,-126.20732177466917,-4.228212074424948,13.472046427330993,28.956055342335137,-31.331325507785603,"4.01","1.87",,,,"85.8",3173,"6",775297,676508,669257,518692,666158,571970,669242,606192,571771,605141,"54.51",,,,,,,,9,3,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",58,"0","0.026",,
"FF","2024-10-29","95.7","-1.32","6.28","Judge, Aaron",592450,676508,,"foul",,,,,7,"Aaron Judge walks.   Juan Soto to 2nd.","W","R","R","NYY","LAD","S",,,0,1,2024,"-0.39","1.58","-0.51","2.49",,,665742,1,1,"Bot",,,,,669257,,,3.004150355726798,-139.1133583443576,-7.80422151426505,-5.735514533807082,35.14692560620135,-10.082120609746902,"4.02","1.83",262,"96.3",52,"94.5",2396,"5.9",775297,676508,669257,518692,666158,571970,669242,606192,571771,605141,"54.6",,,,,,,,9,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",208,"0","-0.061","87.3161","7.88575"
"FF","2024-10-29","95.2","-2.9","5.67","Judge, Aaron",592450,543339,"hit_by_pitch","hit_by_pitch",,,,,11,"Aaron Judge hit by pitch.","W","R","R","NYY","LAD","B",,,0,0,2024,"-0.76","1.21","-1.66","4.32",,,,1,3,"Bot",,,,,669257,,,4.977250325426774,-138.56051729778957,-0.6037674590508395,-10.92472335043418,30.666325107963125,-16.682830701888378,"4.02","1.83",,,,"95.5",2557,"6.5",775297,543339,669257,518692,666158,571970,669242,606192,571771,605141,"54.05",,0.720192,"0.7",1,0,0,,24,1,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Strategic","Standard",214,"0.03","0.269",,
"SL","2024-10-29","84.5","-1.66","6.07","Judge, Aaron",592450,676508,,"called_strike",,,,,9,"Aaron Judge walks.   Juan Soto to 2nd.","W","R","R","NYY","LAD","S",,,0,0,2024,"1.23","-0.1","0.47","1.99",,,665742,1,1,"Bot",,,,,669257,,,2.509204752184173,-122.97873143689381,-2.8729327594960035,11.865011649375957,26.864796500777537,-32.767492064458246,"3.99","1.87",,,,"84",2901,"6.2",775297,676508,669257,518692,666158,571970,669242,606192,571771,605141,"54.29",,,,,,,,9,1,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",64,"0","-0.047",,
"KC","2024-10-28","75.7","-1.05","5.85","Judge, Aaron",592450,621111,"field_out","hit_into_play",,,,,6,"Aaron Judge flies out to left fielder Teoscar Hernández.","W","R","R","NYY","LAD","X",7,"fly_ball",0,0,2024,"1.14","-1.42","0.28","3.03",,,,0,4,"Bot",71.44,83.84,,,669257,,,0.7267094650084746,-109.97489306633611,3.9359512008352384,8.925831281012774,23.43675047095003,-44.649474445089616,"4.02","1.83",315,"87.5",37,"75",2429,"6.4",775298,621111,669257,518692,666158,571970,669242,606192,571771,605141,"54.14",0.02,0.018,"0",1,0,0,3,32,1,"Knuckle Curve",0,3,0,3,3,0,0,3,"Standard","Standard",31,"-0.023","-0.228","80.14289","8.26586"
"FC","2024-10-28","90.3","-1","5.57","Judge, Aaron",592450,621111,"strikeout","swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","NYY","LAD","S",2,,3,2,2024,"0.82","0.59","1.13","2.09",,,650402,1,1,"Bot",,,,,669257,,,3.5957143742456394,-131.5522514868347,-4.061205017480554,8.944327974998759,24.992422669337046,-24.677009170485018,"4.02","1.83",,,,"91.3",2421,"6.6",775298,621111,669257,518692,666158,571970,669242,606192,571771,605141,"53.9",,0,"0",1,0,0,,8,6,"Cutter",0,2,0,2,2,0,0,2,"Standard","Standard",154,"-0.029","-0.361","78.33741","8.53329"
"KC","2024-10-28","79","-0.98","5.7","Judge, Aaron",592450,621111,,"ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","NYY","LAD","B",,,2,2,2024,"1.34","-1.45","0.46","0.99",,,650402,1,1,"Bot",,,,,669257,,,0.6401511603864103,-114.87853759986172,-0.5404916785028189,11.429343149309279,27.368442687966812,-44.843042856115154,"3.96","1.84",,,,"78.6",2562,"6.7",775298,621111,669257,518692,666158,571970,669242,606192,571771,605141,"53.76",,,,,,,,8,5,"Knuckle Curve",0,2,0,2,2,0,0,2,"Standard","Standard",27,"0","0.09",,
"FF","2024-10-28","94","-1.12","5.68","Judge, Aaron",592450,621111,,"foul",,,,,2,"Aaron Judge strikes out swinging.","W","R","R","NYY","LAD","S",,,2,1,2024,"-0.06","1.57","-0.19","3.98",,,650402,1,1,"Bot",,,,,669257,,,2.548913202227781,-136.81043994783982,-2.1034674631736143,-1.3671834691355775,33.82530940886893,-12.377234801720915,"4.02","1.83",190,"77.7",18,"94",2417,"6.6",775298,621111,669257,518692,666158,571970,669242,606192,571771,605141,"53.93",,,,,,,,8,4,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",197,"0","-0.067","76.82026","7.14137"
"KC","2024-10-28","78","-1.02","5.7","Judge, Aaron",592450,621111,,"ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","NYY","LAD","B",,,1,1,2024,"0.94","-1.69","0.21","1.26",,,650402,1,1,"Bot",,,,,669257,,,0.9126097902921424,-113.47422464497288,0.6655480109446608,7.77526671865503,25.948310876743324,-46.95283630106156,"3.98","1.84",,,,"77.8",2552,"6.7",775298,621111,669257,518692,666158,571970,669242,606192,571771,605141,"53.77",,,,,,,,8,3,"Knuckle Curve",0,2,0,2,2,0,0,2,"Standard","Standard",30,"0","0.054",,
"ST","2024-10-28","80.8","-1.34","5.53","Judge, Aaron",592450,621111,,"blocked_ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","NYY","LAD","B",,,0,1,2024,"1.62","-0.22","1.1","0.54",,,650402,1,1,"Bot",,,,,669257,,,2.3715310295652565,-117.54997154471168,-3.998316195897356,14.406540028021821,24.369060727119113,-33.64327686953059,"3.93","1.82",,,,"81",2883,"6.6",775298,621111,669257,518692,666158,571970,669242,606192,571771,605141,"53.87",,,,,,,,8,2,"Sweeper",0,2,0,2,2,0,0,2,"Standard","Standard",60,"0","0.035",,
"SI","2024-10-28","98.7","-1.47","6.43","Judge, Aaron",592450,660813,"force_out","hit_into_play",,,,,11,"Aaron Judge grounds into a force out, pitcher Brusdar Graterol to shortstop Tommy Edman.   Juan Soto out at 2nd.    Aaron Judge to 1st.","W","R","R","NYY","LAD","X",1,"ground_ball",1,0,2024,"-1.52","0.82","-0.96","3.27",,,665742,1,6,"Bot",128.82,182.54,,,669257,,,4.893978523389728,-143.51552742120185,-4.965868427410008,-22.110316453249016,38.96307146320453,-19.81349654031399,"4.02","1.83",44,"62",2,"97.2",2031,"5.9",775298,660813,669257,518692,666158,571970,669242,606192,571771,605141,"54.62",0.12,0.117,"0",1,0,0,2,48,2,"Sinker",0,4,0,4,4,0,0,4,"Strategic","Standard",218,"-0.023","-0.412","74.15492","6.59355"
"FF","2024-10-28","95.5","-1.18","5.62","Judge, Aaron",592450,621111,,"swinging_strike",,,,,5,"Aaron Judge strikes out swinging.","W","R","R","NYY","LAD","S",,,0,0,2024,"-0.23","1.64","-0.14","2.94",,,650402,1,1,"Bot",,,,,669257,,,3.275853217119371,-138.9580753663237,-5.125199295403211,-3.7328060415814535,33.787038572382926,-9.989773442783722,"4.02","1.83",,,,"95.8",2475,"6.7",775298,621111,669257,518692,666158,571970,669242,606192,571771,605141,"53.82",,,,,,,,8,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Standard","Standard",200,"0","-0.047","82.54891","8.24253"
"SL","2024-10-28","84.7","-1.3","5.85","Judge, Aaron",592450,518489,"walk","blocked_ball",,,,,14,"Aaron Judge walks.","W","R","R","NYY","LAD","B",,,3,2,2024,"0.5","-0.16","1.37","0.91",,,,1,8,"Bot",,,,,669257,,,5.317616925030423,-123.13912590791553,-4.900736133672713,4.01560222389318,25.367128932437396,-33.00851773209393,"4.01","1.84",,,,"85.7",2529,"7.1",775298,518489,669257,518692,666158,571970,669242,621035,571771,605141,"53.45",,0.689131,"0.7",1,0,0,,65,6,"Slider",0,4,0,4,4,0,0,4,"Strategic","Standard",79,"0.015","0.22",,
"SI","2024-10-28","99.6","-1.42","6.4","Judge, Aaron",592450,660813,,"ball",,,,,3,"Aaron Judge grounds into a force out, pitcher Brusdar Graterol to shortstop Tommy Edman.   Juan Soto out at 2nd.    Aaron Judge to 1st.","W","R","R","NYY","LAD","B",,,0,0,2024,"-1.46","0.85","0.44","3.72",,,665742,1,6,"Bot",,,,,669257,,,8.46532034507027,-144.72385403358956,-3.856925989350863,-22.58043800979282,37.25311537362141,-19.582035628302847,"4.14","1.87",,,,"98.4",2158,"5.9",775298,660813,669257,518692,666158,571970,669242,606192,571771,605141,"54.58",,,,,,,,48,1,"Sinker",0,4,0,4,4,0,0,4,"Strategic","Standard",220,"0","0.043",,
"SL","2024-10-28","85","-1.21","5.89","Judge, Aaron",592450,518489,,"ball",,,,,14,"Aaron Judge walks.","W","R","R","NYY","LAD","B",,,2,2,2024,"0.54","0.08","0.9","1.62",,,,1,8,"Bot",,,,,669257,,,3.9195341286431726,-123.71072576855192,-3.876111504215891,4.7196655711179405,25.81238398160995,-30.71424782166759,"4.01","1.84",,,,"86",2471,"7.1",775298,518489,669257,518692,666158,571970,669242,621035,571771,605141,"53.45",,,,,,,,65,5,"Slider",0,4,0,4,4,0,0,4,"Strategic","Standard",90,"0","0.068",,
"SL","2024-10-28","86.3","-1.21","5.9","Judge, Aaron",592450,518489,,"ball",,,,,14,"Aaron Judge walks.","W","R","R","NYY","LAD","B",,,1,2,2024,"0.3","0.29","1.13","1.23",,,,1,8,"Bot",,,,,669257,,,5.019873089525527,-125.58217877697606,-5.537465714141964,2.2136417515003863,25.33530173818927,-28.190527496464053,"4.02","1.83",,,,"87.5",2276,"7",775298,518489,669257,518692,666158,571970,669242,621035,571771,605141,"53.46",,,,,,,,65,4,"Slider",0,4,0,4,4,0,0,4,"Strategic","Standard",92,"0","0.027",,
"SL","2024-10-28","86","-1.2","5.89","Judge, Aaron",592450,518489,,"swinging_strike",,,,,14,"Aaron Judge walks.","W","R","R","NYY","LAD","S",,,1,1,2024,"0.58","0.12","0.2","1.67",,,,1,8,"Bot",,,,,669257,,,2.1730177665176766,-125.29194101115645,-4.05774867519909,5.650202812745535,25.727013426015922,-30.28575483174177,"4.02","1.83",,,,"87.3",2480,"7.1",775298,518489,669257,518692,666158,571970,669242,621035,571771,605141,"53.42",,,,,,,,65,3,"Slider",0,4,0,4,4,0,0,4,"Strategic","Standard",116,"0","-0.039","74.59672","9.17013"
"FF","2024-10-28","95.5","-1.76","5.77","Judge, Aaron",592450,518489,,"swinging_strike",,,,,12,"Aaron Judge walks.","W","R","R","NYY","LAD","S",,,1,0,2024,"-0.57","1.33","0.89","3.5",,,,1,8,"Bot",,,,,669257,,,8.344670270683137,-138.79544605402634,-3.342640371131803,-9.406634054816967,33.734136677312904,-14.433738662680446,"4.02","1.83",,,,"96.1",2257,"6.9",775298,518489,669257,518692,666158,571970,669242,621035,571771,605141,"53.63",,,,,,,,65,2,"4-Seam Fastball",0,4,0,4,4,0,0,4,"Strategic","Standard",212,"0","-0.032","80.21311","7.7415"
"SL","2024-10-28","85","-1.24","5.88","Judge, Aaron",592450,518489,,"ball",,,,,13,"Aaron Judge walks.","W","R","R","NYY","LAD","B",,,0,0,2024,"0.3","0.06","-0.53","1.52",,,,1,8,"Bot",,,,,669257,,,1.0865378034136872,-123.78637352109484,-4.006849133154718,2.798590903068844,26.862179107641555,-30.971761710262864,"4.05","1.87",,,,"85.8",2232,"7",775298,518489,669257,518692,666158,571970,669242,621035,571771,605141,"53.51",,,,,,,,65,1,"Slider",0,4,0,4,4,0,0,4,"Strategic","Standard",96,"0","0.025",,
"FS","2024-10-26","91.5","-1.6","5.31","Judge, Aaron",592450,808967,"strikeout","swinging_strike",,,,,13,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",2,,2,2,2024,"-0.84","0.14","-1.26","2.51",,,,2,6,"Top",,,,,669257,,,2.6957269359269884,-133.22889372056488,-1.5117430114204713,-10.63919846908411,28.889675775259878,-30.348218193686986,"4.02","1.83",,,,"92.1",1502,"6.6",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"53.88",,0,"0",1,0,0,,44,5,"Split-Finger",4,1,1,4,1,4,1,4,"Strategic","Standard",233,"0.009","-0.084","75.15089","7.92723"
"CU","2024-10-26","76.2","-1.25","5.44","Judge, Aaron",592450,808967,,"foul",,,,,8,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,2,1,2024,"0.86","-1.57","-0.09","1.77",,,,2,6,"Top",,,,,669257,,,0.8816990169134453,-110.7850127466183,2.2843796344542096,6.798171878824436,22.347049347421105,-45.702850684767625,"4.02","1.83",3,"93.5",-37,"76",2621,"6.5",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.01",,,,,,,,44,4,"Curveball",4,1,1,4,1,4,1,4,"Infield shade","Standard",28,"0","-0.032","72.98219","8.75313"
"FF","2024-10-26","94.1","-1.72","5.28","Judge, Aaron",592450,808967,,"called_strike",,,,,8,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,2,0,2024,"-0.28","1.14","0.05","2.29",,,,2,6,"Top",,,,,669257,,,5.230725886167796,-137.01393835357246,-4.636435205986228,-4.680408231796026,28.36436961918586,-16.95780242897959,"4.15","1.94",,,,"94.5",2115,"6.3",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.17",,,,,,,,44,3,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Strategic","Standard",211,"0","-0.023",,
"FC","2024-10-26","88.5","-1.53","5.4","Judge, Aaron",592450,808967,,"ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,1,0,2024,"0.67","0.48","1.4","2.67",,,,2,6,"Top",,,,,669257,,,5.768092076362769,-128.73000718868656,-1.5695989617570045,6.138485222635411,27.63968464185048,-26.76330904280604,"4.06","1.91",,,,"88.5",2319,"6.4",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.14",,,,,,,,44,2,"Cutter",4,1,1,4,1,4,1,4,"Infield shade","Standard",150,"0","0.026",,
"FF","2024-10-26","95.1","-1.64","5.33","Judge, Aaron",592450,808967,,"ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,0,0,2024,"-0.45","1.19","0.95","2.59",,,,2,6,"Top",,,,,669257,,,7.818887479825784,-138.282149805242,-4.200987530827269,-7.5424544042266,31.5225276553513,-16.21412700259543,"4.17","1.94",,,,"95.3",2039,"6.5",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.02",,,,,,,,44,1,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Infield shade","Standard",213,"0","0.015",,
"FF","2024-10-26","95.4","-1.64","5.31","Judge, Aaron",592450,808967,"field_out","hit_into_play",,,,,1,"Aaron Judge flies out to right fielder Mookie Betts.","W","R","R","LAD","NYY","X",9,"fly_ball",2,2,2024,"-0.37","1.31","-0.57","3.44",,,,2,3,"Top",187.72,122.32,,,669257,,,3.6505089167149425,-138.99080097374895,-2.255311040142773,-5.57935288448671,29.86617801001628,-14.91685869269056,"4.02","1.83",246,"77.4",32,"95.8",2118,"6.4",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.11",0.146,0.148,"0",1,0,0,3,20,5,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shade","Standard",209,"0.011","-0.084","66.23665","6.52635"
"SL","2024-10-26","85.7","-1.47","5.36","Judge, Aaron",592450,808967,,"ball",,,,,14,"Aaron Judge flies out to right fielder Mookie Betts.","W","R","R","LAD","NYY","B",,,1,2,2024,"0.83","-0.44","1.1","0.92",,,,2,3,"Top",,,,,669257,,,4.425233110967979,-124.72424255633793,-3.3690038753648555,7.7782517657589505,24.745374028809067,-36.26500930207185,"4.05","1.91",,,,"86.2",2915,"6.6",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"53.91",,,,,,,,20,4,"Slider",1,1,1,1,1,1,1,1,"Strategic","Standard",60,"0","0.015",,
"FF","2024-10-26","95.7","-1.47","5.35","Judge, Aaron",592450,808967,,"swinging_strike",,,,,1,"Aaron Judge flies out to right fielder Mookie Betts.","W","R","R","LAD","NYY","S",,,1,1,2024,"-0.4","1.28","-0.29","3.97",,,,2,3,"Top",,,,,669257,,,4.002626701179569,-139.3257776020456,-0.9162091656431395,-6.100074671903382,32.01956718914963,-15.50409536958974,"4.02","1.83",,,,"95.7",2108,"6.3",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.22",,,,,,,,20,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Strategic","Standard",213,"0","-0.025","62.36006","5.28094"
"CU","2024-10-26","75.2","-1.21","5.56","Judge, Aaron",592450,808967,,"swinging_strike",,,,,9,"Aaron Judge flies out to right fielder Mookie Betts.","W","R","R","LAD","NYY","S",,,1,0,2024,"0.9","-1.38","0.3","2.15",,,,2,3,"Top",,,,,669257,,,1.5507514584424447,-109.40007279722752,2.6931801561816853,6.790121436153451,23.113472590112792,-43.89208401599865,"4.02","1.83",,,,"75.2",2650,"6.8",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"53.74",,,,,,,,20,2,"Curveball",1,1,1,1,1,1,1,1,"Infield shade","Standard",28,"0","-0.02","79.4562","8.95945"
"CU","2024-10-26","80.3","-1.35","5.49","Judge, Aaron",592450,808967,,"ball",,,,,14,"Aaron Judge flies out to right fielder Mookie Betts.","W","R","R","LAD","NYY","B",,,0,0,2024,"0.95","-1.33","1.23","1.16",,,,2,3,"Top",,,,,669257,,,3.924825726744728,-116.79127764586157,-0.26953814919119345,7.75936665698352,25.289591137328994,-44.42435440765034,"4.02","1.83",,,,"80.1",2619,"6.5",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"53.99",,,,,,,,20,1,"Curveball",1,1,1,1,1,1,1,1,"Infield shade","Standard",36,"0","0.015",,
"SL","2024-10-26","85.1","-1.5","5.29","Judge, Aaron",592450,808967,"strikeout","swinging_strike",,,,,13,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",2,,3,2,2024,"0.93","-0.42","-0.18","1.62",,650402,,1,1,"Top",,,,,669257,,,1.213698528989943,-123.89338648891514,-1.4205417116533947,9.338431421178907,25.939123939762453,-36.45952129746382,"4.02","1.83",,,,"85.2",3012,"6.4",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.08",,0,"0",1,0,0,,3,7,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",60,"0.034","-0.356","76.46107","9.15827"
"SL","2024-10-26","86.3","-1.69","5.26","Judge, Aaron",592450,808967,,"foul",,,,,8,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,3,2,2024,"0.82","0.01","0.02","1.96",,650402,,1,1,"Top",,,,,669257,,,2.419495823042523,-125.7421543102227,-1.6505403708088588,8.127928863612052,26.62719446688437,-31.91026333070619,"4.02","1.83",216,"68.8",32,"86.4",3032,"6.4",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.12",,,,,,,,3,6,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",67,"0","0","72.14861","9.55965"
"CU","2024-10-26","79","-1.3","5.46","Judge, Aaron",592450,808967,,"ball",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","B",,,2,2,2024,"0.79","-1.56","0.71","1.13",,650402,,1,1,"Top",,,,,669257,,,2.9401518910175395,-114.88973987214814,0.4769305847846501,6.161449942669897,26.547468302052888,-46.144453944587575,"3.97","1.74",,,,"78.7",2981,"6.7",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"53.83",,,,,,,,3,5,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",34,"0","0.091",,
"SL","2024-10-26","86.9","-1.74","5.2","Judge, Aaron",592450,808967,,"swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","W","R","R","LAD","NYY","S",,,2,1,2024,"0.51","-0.01","0.63","1.05",,650402,,1,1,"Top",,,,,669257,,,4.652864178665641,-126.42626100033328,-3.719477704364438,4.487654499120703,26.203895674566166,-31.72346204506395,"4.02","1.83",,,,"87",2867,"6.4",775294,808967,669257,518692,571771,571970,500743,606192,669242,605141,"54.13",,,,,,,,3,4,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",70,"0","-0.1","77.84262","9.5545"
